nom,description,prix,etage,id_hotel,checkInDate,checkOutDate,roomQuantity
Chambre 6,Chambre moderne avec télévision à écran plat,36589,14,BLPARP30,,,
Chambre 7,Chambre confortable avec balcon,36060,20,BLPARP30,,,
Chambre 8,Chambre moderne avec télévision à écran plat,27073,16,BLPARP30,,,
Chambre 9,Belle chambre avec vue sur la mer,38919,9,BLPARP30,,,
Chambre 0,Suite spacieuse avec jacuzzi,25845,18,BLPARP17,,,
Chambre 1,Chambre confortable avec balcon,35454,6,BLPARP17,,,
Chambre 2,Belle chambre avec vue sur la mer,32859,13,BLPARP17,,,
Chambre 3,Chambre moderne avec télévision à écran plat,29076,3,BLPARP17,,,
Chambre 4,Suite spacieuse avec jacuzzi,36405,1,BLPARP17,,,
Chambre 5,Suite spacieuse avec jacuzzi,35011,15,BLPARP17,,,
Chambre 6,Suite spacieuse avec jacuzzi,29761,2,BLPARP17,,,
Chambre 7,Chambre moderne avec télévision à écran plat,31842,13,BLPARP17,,,
Chambre 8,Belle chambre avec vue sur la mer,36193,4,BLPARP17,,,
Chambre 9,Chambre élégante avec décoration raffinée,35377,6,BLPARP17,,,
Chambre 0,Chambre élégante avec décoration raffinée,26433,15,BRPARVDB,,,
Chambre 1,Chambre moderne avec télévision à écran plat,31294,14,BRPARVDB,,,
Chambre 2,Chambre élégante avec décoration raffinée,27233,5,BRPARVDB,,,
Chambre 3,Belle chambre avec vue sur la mer,38871,4,BRPARVDB,,,
Chambre 4,Chambre confortable avec balcon,35447,5,BRPARVDB,,,
Chambre 5,Belle chambre avec vue sur la mer,28796,9,BRPARVDB,,,
Chambre 6,Chambre confortable avec balcon,32694,19,BRPARVDB,,,
Chambre 7,Chambre élégante avec décoration raffinée,30717,5,BRPARVDB,,,
Chambre 8,Chambre moderne avec télévision à écran plat,38549,11,BRPARVDB,,,
Chambre 9,Belle chambre avec vue sur la mer,36293,19,BRPARVDB,,,
Chambre 0,Suite spacieuse avec jacuzzi,38475,17,BRPARSPB,,,
Chambre 1,Chambre élégante avec décoration raffinée,28086,9,BRPARSPB,,,
Chambre 2,Belle chambre avec vue sur la mer,31559,4,BRPARSPB,,,
Chambre 3,Chambre élégante avec décoration raffinée,34796,7,BRPARSPB,,,
Chambre 4,Chambre élégante avec décoration raffinée,30788,17,BRPARSPB,,,
Chambre 5,Chambre moderne avec télévision à écran plat,34328,11,BRPARSPB,,,
Chambre 6,Chambre confortable avec balcon,33873,17,BRPARSPB,,,
Chambre 7,Chambre moderne avec télévision à écran plat,34438,9,BRPARSPB,,,
Chambre 8,Chambre confortable avec balcon,34998,1,BRPARSPB,,,
Chambre 9,Chambre moderne avec télévision à écran plat,28893,11,BRPARSPB,,,
Chambre 0,Chambre moderne avec télévision à écran plat,36671,9,BRPARSCB,,,
Chambre 1,Belle chambre avec vue sur la mer,36639,5,BRPARSCB,,,
Chambre 2,Chambre moderne avec télévision à écran plat,36996,12,BRPARSCB,,,
Chambre 3,Suite spacieuse avec jacuzzi,31611,17,BRPARSCB,,,
Chambre 4,Chambre confortable avec balcon,36399,3,BRPARSCB,,,
Chambre 5,Chambre confortable avec balcon,35709,16,BRPARSCB,,,
Chambre 6,Chambre élégante avec décoration raffinée,39042,18,BRPARSCB,,,
Chambre 7,Belle chambre avec vue sur la mer,32105,8,BRPARSCB,,,
Chambre 8,Belle chambre avec vue sur la mer,29708,6,BRPARSCB,,,
Chambre 9,Chambre moderne avec télévision à écran plat,28552,13,BRPARSCB,,,
Chambre 0,Chambre élégante avec décoration raffinée,34386,19,BWPAR815,,,
Chambre 1,Chambre élégante avec décoration raffinée,31132,1,BWPAR815,,,
Chambre 2,Chambre confortable avec balcon,27486,15,BWPAR815,,,
Chambre 3,Chambre confortable avec balcon,38995,15,BWPAR815,,,
Chambre 4,Belle chambre avec vue sur la mer,31815,8,BWPAR815,,,
Chambre 5,Chambre moderne avec télévision à écran plat,34997,3,BWPAR815,,,
Chambre 6,Belle chambre avec vue sur la mer,30832,1,BWPAR815,,,
Chambre 7,Belle chambre avec vue sur la mer,27641,4,BWPAR815,,,
Chambre 8,Chambre élégante avec décoration raffinée,27894,18,BWPAR815,,,
Chambre 9,Chambre moderne avec télévision à écran plat,31358,4,BWPAR815,,,
Chambre 0,Chambre élégante avec décoration raffinée,38708,4,BWPAR733,,,
Chambre 1,Chambre confortable avec balcon,26489,11,BWPAR733,,,
Chambre 2,Chambre élégante avec décoration raffinée,37811,19,BWPAR733,,,
Chambre 3,Suite spacieuse avec jacuzzi,39111,19,BWPAR733,,,
Chambre 4,Chambre moderne avec télévision à écran plat,31292,13,BWPAR733,,,
Chambre 5,Chambre confortable avec balcon,35522,20,BWPAR733,,,
Chambre 6,Belle chambre avec vue sur la mer,36148,15,BWPAR733,,,
Chambre 7,Belle chambre avec vue sur la mer,26220,13,BWPAR733,,,
Chambre 8,Chambre élégante avec décoration raffinée,30895,10,BWPAR733,,,
Chambre 9,Chambre moderne avec télévision à écran plat,35450,15,BWPAR733,,,
Chambre 0,Chambre élégante avec décoration raffinée,37346,6,BWPAR673,,,
Chambre 1,Suite spacieuse avec jacuzzi,30135,5,BWPAR673,,,
Chambre 2,Chambre moderne avec télévision à écran plat,29849,3,BWPAR673,,,
Chambre 3,Chambre moderne avec télévision à écran plat,31337,11,BWPAR673,,,
Chambre 4,Suite spacieuse avec jacuzzi,28760,19,BWPAR673,,,
Chambre 5,Belle chambre avec vue sur la mer,39673,15,BWPAR673,,,
Chambre 6,Belle chambre avec vue sur la mer,30304,17,BWPAR673,,,
Chambre 7,Chambre confortable avec balcon,38729,7,BWPAR673,,,
Chambre 8,Chambre élégante avec décoration raffinée,37731,9,BWPAR673,,,
Chambre 9,Suite spacieuse avec jacuzzi,27900,12,BWPAR673,,,
Chambre 0,Chambre confortable avec balcon,37061,9,BWPAR770,,,
Chambre 1,Chambre confortable avec balcon,29991,7,BWPAR770,,,
Chambre 2,Suite spacieuse avec jacuzzi,31288,15,BWPAR770,,,
Chambre 3,Chambre élégante avec décoration raffinée,38271,7,BWPAR770,,,
Chambre 4,Belle chambre avec vue sur la mer,30890,18,BWPAR770,,,
Chambre 5,Suite spacieuse avec jacuzzi,27143,10,BWPAR770,,,
Chambre 6,Suite spacieuse avec jacuzzi,26090,15,BWPAR770,,,
Chambre 7,Chambre élégante avec décoration raffinée,30885,13,BWPAR770,,,
Chambre 8,Suite spacieuse avec jacuzzi,35450,18,BWPAR770,,,
Chambre 9,Chambre moderne avec télévision à écran plat,39126,20,BWPAR770,,,
Chambre 0,Belle chambre avec vue sur la mer,37328,19,BWPAR803,,,
Chambre 1,Suite spacieuse avec jacuzzi,26463,4,BWPAR803,,,
Chambre 2,Chambre confortable avec balcon,33900,11,BWPAR803,,,
Chambre 3,Chambre moderne avec télévision à écran plat,29877,17,BWPAR803,,,
Chambre 4,Suite spacieuse avec jacuzzi,30257,16,BWPAR803,,,
Chambre 5,Belle chambre avec vue sur la mer,28371,20,BWPAR803,,,
Chambre 6,Chambre moderne avec télévision à écran plat,35581,12,BWPAR803,,,
Chambre 7,Chambre élégante avec décoration raffinée,35499,15,BWPAR803,,,
Chambre 8,Chambre confortable avec balcon,37059,8,BWPAR803,,,
Chambre 9,Suite spacieuse avec jacuzzi,39381,12,BWPAR803,,,
Chambre 0,Belle chambre avec vue sur la mer,39656,10,BWPAR635,,,
Chambre 1,Belle chambre avec vue sur la mer,39912,3,BWPAR635,,,
Chambre 2,Belle chambre avec vue sur la mer,32312,15,BWPAR635,,,
Chambre 3,Belle chambre avec vue sur la mer,25360,1,BWPAR635,,,
Chambre 4,Chambre élégante avec décoration raffinée,28965,14,BWPAR635,,,
Chambre 5,Suite spacieuse avec jacuzzi,37963,18,BWPAR635,,,
Chambre 6,Chambre confortable avec balcon,33409,6,BWPAR635,,,
Chambre 7,Chambre moderne avec télévision à écran plat,32091,13,BWPAR635,,,
Chambre 8,Chambre confortable avec balcon,26994,7,BWPAR635,,,
Chambre 9,Chambre moderne avec télévision à écran plat,30792,10,BWPAR635,,,
Chambre 0,Suite spacieuse avec jacuzzi,37293,2,BWPAR748,,,
Chambre 1,Belle chambre avec vue sur la mer,31524,5,BWPAR748,,,
Chambre 2,Suite spacieuse avec jacuzzi,38178,1,BWPAR748,,,
Chambre 3,Chambre élégante avec décoration raffinée,27542,16,BWPAR748,,,
Chambre 4,Chambre confortable avec balcon,37961,13,BWPAR748,,,
Chambre 5,Belle chambre avec vue sur la mer,30275,2,BWPAR748,,,
Chambre 6,Suite spacieuse avec jacuzzi,34361,2,BWPAR748,,,
Chambre 7,Chambre confortable avec balcon,29264,1,BWPAR748,,,
Chambre 8,Suite spacieuse avec jacuzzi,29198,14,BWPAR748,,,
Chambre 9,Suite spacieuse avec jacuzzi,32267,17,BWPAR748,,,
Chambre 0,Chambre confortable avec balcon,32653,15,BWPAR534,,,
Chambre 1,Belle chambre avec vue sur la mer,29133,11,BWPAR534,,,
Chambre 2,Chambre confortable avec balcon,30934,20,BWPAR534,,,
Chambre 3,Chambre moderne avec télévision à écran plat,31117,17,BWPAR534,,,
Chambre 4,Suite spacieuse avec jacuzzi,28746,19,BWPAR534,,,
Chambre 5,Suite spacieuse avec jacuzzi,39932,13,BWPAR534,,,
Chambre 6,Chambre confortable avec balcon,33497,7,BWPAR534,,,
Chambre 7,Chambre élégante avec décoration raffinée,38105,7,BWPAR534,,,
Chambre 8,Chambre confortable avec balcon,35829,4,BWPAR534,,,
Chambre 9,Chambre confortable avec balcon,26344,8,BWPAR534,,,
Chambre 0,Chambre élégante avec décoration raffinée,33831,16,BWPAR654,,,
Chambre 1,Suite spacieuse avec jacuzzi,34911,11,BWPAR654,,,
Chambre 2,Chambre confortable avec balcon,37760,20,BWPAR654,,,
Chambre 3,Belle chambre avec vue sur la mer,30189,20,BWPAR654,,,
Chambre 4,Belle chambre avec vue sur la mer,33097,19,BWPAR654,,,
Chambre 5,Suite spacieuse avec jacuzzi,33423,18,BWPAR654,,,
Chambre 6,Chambre élégante avec décoration raffinée,33982,15,BWPAR654,,,
Chambre 7,Suite spacieuse avec jacuzzi,31062,8,BWPAR654,,,
Chambre 8,Belle chambre avec vue sur la mer,35123,1,BWPAR654,,,
Chambre 9,Chambre confortable avec balcon,34332,13,BWPAR654,,,
Chambre 0,Chambre moderne avec télévision à écran plat,33313,7,BWPAR503,,,
Chambre 1,Belle chambre avec vue sur la mer,32459,3,BWPAR503,,,
Chambre 2,Suite spacieuse avec jacuzzi,26318,3,BWPAR503,,,
Chambre 3,Chambre moderne avec télévision à écran plat,36620,15,BWPAR503,,,
Chambre 4,Chambre moderne avec télévision à écran plat,28578,15,BWPAR503,,,
Chambre 5,Belle chambre avec vue sur la mer,33183,9,BWPAR503,,,
Chambre 6,Chambre moderne avec télévision à écran plat,31348,2,BWPAR503,,,
Chambre 7,Chambre confortable avec balcon,31855,11,BWPAR503,,,
Chambre 8,Chambre élégante avec décoration raffinée,26850,13,BWPAR503,,,
Chambre 9,Chambre moderne avec télévision à écran plat,36309,9,BWPAR503,,,
Chambre 0,Belle chambre avec vue sur la mer,32622,19,BWPAR456,,,
Chambre 1,Chambre moderne avec télévision à écran plat,30035,12,BWPAR456,,,
Chambre 2,Chambre moderne avec télévision à écran plat,34959,6,BWPAR456,,,
Chambre 3,Chambre confortable avec balcon,33937,9,BWPAR456,,,
Chambre 4,Chambre confortable avec balcon,30754,11,BWPAR456,,,
Chambre 5,Suite spacieuse avec jacuzzi,30517,7,BWPAR456,,,
Chambre 6,Chambre confortable avec balcon,25393,18,BWPAR456,,,
Chambre 7,Suite spacieuse avec jacuzzi,26676,19,BWPAR456,,,
Chambre 8,Chambre confortable avec balcon,25107,12,BWPAR456,,,
Chambre 9,Belle chambre avec vue sur la mer,29894,5,BWPAR456,,,
Chambre 0,Chambre élégante avec décoration raffinée,29422,4,BWPAR519,,,
Chambre 1,Suite spacieuse avec jacuzzi,33898,11,BWPAR519,,,
Chambre 2,Chambre moderne avec télévision à écran plat,31822,3,BWPAR519,,,
Chambre 3,Belle chambre avec vue sur la mer,37537,8,BWPAR519,,,
Chambre 4,Suite spacieuse avec jacuzzi,33495,17,BWPAR519,,,
Chambre 5,Chambre élégante avec décoration raffinée,32377,6,BWPAR519,,,
Chambre 6,Suite spacieuse avec jacuzzi,31235,14,BWPAR519,,,
Chambre 7,Suite spacieuse avec jacuzzi,25832,9,BWPAR519,,,
Chambre 8,Chambre moderne avec télévision à écran plat,27531,3,BWPAR519,,,
Chambre 9,Chambre moderne avec télévision à écran plat,26420,10,BWPAR519,,,
Chambre 0,Suite spacieuse avec jacuzzi,32167,1,BWPAR261,,,
Chambre 1,Chambre élégante avec décoration raffinée,25757,6,BWPAR261,,,
Chambre 2,Chambre élégante avec décoration raffinée,31066,2,BWPAR261,,,
Chambre 3,Chambre confortable avec balcon,31124,3,BWPAR261,,,
Chambre 4,Chambre moderne avec télévision à écran plat,39882,4,BWPAR261,,,
Chambre 5,Suite spacieuse avec jacuzzi,35170,8,BWPAR261,,,
Chambre 6,Suite spacieuse avec jacuzzi,37395,11,BWPAR261,,,
Chambre 7,Chambre confortable avec balcon,35013,20,BWPAR261,,,
Chambre 8,Suite spacieuse avec jacuzzi,37635,19,BWPAR261,,,
Chambre 9,Chambre élégante avec décoration raffinée,34535,18,BWPAR261,,,
Chambre 0,Belle chambre avec vue sur la mer,39333,1,BWPAR599,,,
Chambre 1,Chambre confortable avec balcon,31676,20,BWPAR599,,,
Chambre 2,Chambre élégante avec décoration raffinée,39948,8,BWPAR599,,,
Chambre 3,Chambre élégante avec décoration raffinée,26735,15,BWPAR599,,,
Chambre 4,Chambre élégante avec décoration raffinée,32130,15,BWPAR599,,,
Chambre 5,Suite spacieuse avec jacuzzi,30861,20,BWPAR599,,,
Chambre 6,Chambre élégante avec décoration raffinée,29446,20,BWPAR599,,,
Chambre 7,Chambre confortable avec balcon,30683,8,BWPAR599,,,
Chambre 8,Chambre moderne avec télévision à écran plat,25341,14,BWPAR599,,,
Chambre 9,Suite spacieuse avec jacuzzi,39396,12,BWPAR599,,,
Chambre 0,Belle chambre avec vue sur la mer,33253,14,BWPAR676,,,
Chambre 1,Chambre élégante avec décoration raffinée,32010,20,BWPAR676,,,
Chambre 2,Chambre moderne avec télévision à écran plat,31862,19,BWPAR676,,,
Chambre 3,Suite spacieuse avec jacuzzi,32677,16,BWPAR676,,,
Chambre 4,Belle chambre avec vue sur la mer,38216,13,BWPAR676,,,
Chambre 5,Belle chambre avec vue sur la mer,30154,9,BWPAR676,,,
Chambre 6,Chambre confortable avec balcon,35605,10,BWPAR676,,,
Chambre 7,Suite spacieuse avec jacuzzi,27250,14,BWPAR676,,,
Chambre 8,Chambre élégante avec décoration raffinée,39179,3,BWPAR676,,,
Chambre 9,Chambre confortable avec balcon,27678,20,BWPAR676,,,
Chambre 0,Chambre élégante avec décoration raffinée,36069,17,BWPAR729,,,
Chambre 1,Belle chambre avec vue sur la mer,31351,7,BWPAR729,,,
Chambre 2,Suite spacieuse avec jacuzzi,34719,4,BWPAR729,,,
Chambre 3,Belle chambre avec vue sur la mer,27511,8,BWPAR729,,,
Chambre 4,Chambre confortable avec balcon,38280,10,BWPAR729,,,
Chambre 5,Chambre élégante avec décoration raffinée,25819,15,BWPAR729,,,
Chambre 6,Chambre confortable avec balcon,32695,8,BWPAR729,,,
Chambre 7,Belle chambre avec vue sur la mer,27566,16,BWPAR729,,,
Chambre 8,Suite spacieuse avec jacuzzi,39473,5,BWPAR729,,,
Chambre 9,Chambre moderne avec télévision à écran plat,36212,9,BWPAR729,,,
Chambre 0,Chambre confortable avec balcon,31935,7,BWPAR522,,,
Chambre 1,Chambre confortable avec balcon,27535,18,BWPAR522,,,
Chambre 2,Belle chambre avec vue sur la mer,38697,18,BWPAR522,,,
Chambre 3,Chambre moderne avec télévision à écran plat,36156,20,BWPAR522,,,
Chambre 4,Chambre élégante avec décoration raffinée,28061,7,BWPAR522,,,
Chambre 5,Chambre moderne avec télévision à écran plat,30226,18,BWPAR522,,,
Chambre 6,Chambre confortable avec balcon,34518,16,BWPAR522,,,
Chambre 7,Chambre moderne avec télévision à écran plat,29467,17,BWPAR522,,,
Chambre 8,Chambre confortable avec balcon,33054,5,BWPAR522,,,
Chambre 9,Chambre moderne avec télévision à écran plat,33473,12,BWPAR522,,,
Chambre 0,Chambre élégante avec décoration raffinée,29219,5,BWPAR490,,,
Chambre 1,Chambre moderne avec télévision à écran plat,38503,10,BWPAR490,,,
Chambre 2,Chambre confortable avec balcon,27166,12,BWPAR490,,,
Chambre 3,Belle chambre avec vue sur la mer,36273,7,BWPAR490,,,
Chambre 4,Chambre moderne avec télévision à écran plat,39837,18,BWPAR490,,,
Chambre 5,Suite spacieuse avec jacuzzi,27138,19,BWPAR490,,,
Chambre 6,Chambre élégante avec décoration raffinée,31157,8,BWPAR490,,,
Chambre 7,Chambre élégante avec décoration raffinée,32402,19,BWPAR490,,,
Chambre 8,Suite spacieuse avec jacuzzi,33490,19,BWPAR490,,,
Chambre 9,Chambre élégante avec décoration raffinée,35191,14,BWPAR490,,,
Chambre 0,Belle chambre avec vue sur la mer,31770,12,BWPAR126,,,
Chambre 1,Suite spacieuse avec jacuzzi,33571,8,BWPAR126,,,
Chambre 2,Chambre confortable avec balcon,39163,16,BWPAR126,,,
Chambre 3,Chambre élégante avec décoration raffinée,27440,13,BWPAR126,,,
Chambre 4,Chambre élégante avec décoration raffinée,35533,17,BWPAR126,,,
Chambre 5,Chambre confortable avec balcon,25168,4,BWPAR126,,,
Chambre 6,Chambre confortable avec balcon,27011,13,BWPAR126,,,
Chambre 7,Chambre confortable avec balcon,31831,15,BWPAR126,,,
Chambre 8,Belle chambre avec vue sur la mer,30859,3,BWPAR126,,,
Chambre 9,Belle chambre avec vue sur la mer,25849,4,BWPAR126,,,
Chambre 0,Suite spacieuse avec jacuzzi,25937,18,BWPAR601,,,
Chambre 1,Chambre confortable avec balcon,29982,20,BWPAR601,,,
Chambre 2,Suite spacieuse avec jacuzzi,35603,15,BWPAR601,,,
Chambre 3,Suite spacieuse avec jacuzzi,36297,13,BWPAR601,,,
Chambre 4,Suite spacieuse avec jacuzzi,33977,6,BWPAR601,,,
Chambre 5,Chambre confortable avec balcon,37255,10,BWPAR601,,,
Chambre 6,Chambre élégante avec décoration raffinée,28644,5,BWPAR601,,,
Chambre 7,Chambre moderne avec télévision à écran plat,28703,16,BWPAR601,,,
Chambre 8,Chambre moderne avec télévision à écran plat,33486,18,BWPAR601,,,
Chambre 9,Belle chambre avec vue sur la mer,27935,13,BWPAR601,,,
Chambre 0,Chambre confortable avec balcon,29984,17,BWPAR528,,,
Chambre 1,Chambre confortable avec balcon,34780,9,BWPAR528,,,
Chambre 2,Chambre confortable avec balcon,30377,10,BWPAR528,,,
Chambre 3,Chambre élégante avec décoration raffinée,37953,8,BWPAR528,,,
Chambre 4,Chambre confortable avec balcon,38032,18,BWPAR528,,,
Chambre 5,Belle chambre avec vue sur la mer,27234,4,BWPAR528,,,
Chambre 6,Belle chambre avec vue sur la mer,27103,3,BWPAR528,,,
Chambre 7,Chambre élégante avec décoration raffinée,31980,4,BWPAR528,,,
Chambre 8,Chambre élégante avec décoration raffinée,32598,3,BWPAR528,,,
Chambre 9,Chambre confortable avec balcon,34729,1,BWPAR528,,,
Chambre 0,Suite spacieuse avec jacuzzi,25419,3,BWPAR578,,,
Chambre 1,Chambre élégante avec décoration raffinée,29309,5,BWPAR578,,,
Chambre 2,Suite spacieuse avec jacuzzi,38709,8,BWPAR578,,,
Chambre 3,Belle chambre avec vue sur la mer,26294,14,BWPAR578,,,
Chambre 4,Chambre confortable avec balcon,26407,13,BWPAR578,,,
Chambre 5,Chambre moderne avec télévision à écran plat,34380,18,BWPAR578,,,
Chambre 6,Chambre confortable avec balcon,39627,13,BWPAR578,,,
Chambre 7,Chambre élégante avec décoration raffinée,28946,20,BWPAR578,,,
Chambre 8,Chambre confortable avec balcon,34826,6,BWPAR578,,,
Chambre 9,Suite spacieuse avec jacuzzi,30090,8,BWPAR578,,,
Chambre 0,Chambre élégante avec décoration raffinée,38525,2,BWPAR692,,,
Chambre 1,Belle chambre avec vue sur la mer,33934,5,BWPAR692,,,
Chambre 2,Chambre moderne avec télévision à écran plat,29369,16,BWPAR692,,,
Chambre 3,Chambre élégante avec décoration raffinée,32478,7,BWPAR692,,,
Chambre 4,Belle chambre avec vue sur la mer,36432,20,BWPAR692,,,
Chambre 5,Chambre moderne avec télévision à écran plat,29863,3,BWPAR692,,,
Chambre 6,Belle chambre avec vue sur la mer,27582,6,BWPAR692,,,
Chambre 7,Suite spacieuse avec jacuzzi,32778,20,BWPAR692,,,
Chambre 8,Chambre moderne avec télévision à écran plat,27384,17,BWPAR692,,,
Chambre 9,Chambre moderne avec télévision à écran plat,31778,18,BWPAR692,,,
Chambre 0,Chambre moderne avec télévision à écran plat,39611,20,BWPAR203,,,
Chambre 1,Belle chambre avec vue sur la mer,29965,4,BWPAR203,,,
Chambre 2,Chambre confortable avec balcon,35984,9,BWPAR203,,,
Chambre 3,Belle chambre avec vue sur la mer,34788,19,BWPAR203,,,
Chambre 4,Suite spacieuse avec jacuzzi,26301,9,BWPAR203,,,
Chambre 5,Suite spacieuse avec jacuzzi,32647,19,BWPAR203,,,
Chambre 6,Suite spacieuse avec jacuzzi,25127,10,BWPAR203,,,
Chambre 7,Chambre élégante avec décoration raffinée,35273,3,BWPAR203,,,
Chambre 8,Suite spacieuse avec jacuzzi,27166,13,BWPAR203,,,
Chambre 9,Chambre moderne avec télévision à écran plat,36572,17,BWPAR203,,,
Chambre 0,Belle chambre avec vue sur la mer,34637,3,BWPAR295,,,
Chambre 1,Chambre élégante avec décoration raffinée,35903,16,BWPAR295,,,
Chambre 2,Chambre moderne avec télévision à écran plat,28494,19,BWPAR295,,,
